Region/Country/Area,,Year,Series,Value,Footnotes,Source
480,Mauritius,2010,Gross enrollment ratio - Tertiary (female),36.9104,,United Nations Educational
480,Mauritius,2014,Students enrolled in primary education (thousands),105.447,,United Nations Educational
480,Mauritius,2014,Gross enrollment ratio - Primary (male),101.4269,,United Nations Educational
480,Mauritius,2014,Gross enrollment ratio - Primary (female),103.5093,,United Nations Educational
480,Mauritius,2014,Students enrolled in secondary education (thousands),133.001,,United Nations Educational
480,Mauritius,2014,Gross enrollment ratio - Secondary (male),99.007,,United Nations Educational
480,Mauritius,2014,Gross enrollment ratio - Secondary (female),100.8283,,United Nations Educational
480,Mauritius,2014,Students enrolled in tertiary education (thousands),40.457,,United Nations Educational
480,Mauritius,2014,Gross enrollment ratio - Tertiary (male),35.1179,,United Nations Educational
480,Mauritius,2014,Gross enrollment ratio - Tertiary (female),43.2024,,United Nations Educational
480,Mauritius,2015,Students enrolled in primary education (thousands),101.633,,United Nations Educational
480,Mauritius,2015,Gross enrollment ratio - Primary (male),102.0385,,United Nations Educational
480,Mauritius,2015,Gross enrollment ratio - Primary (female),103.8374,,United Nations Educational
480,Mauritius,2015,Students enrolled in secondary education (thousands),129.008,,United Nations Educational
480,Mauritius,2015,Gross enrollment ratio - Secondary (male),95.322,,United Nations Educational
480,Mauritius,2015,Gross enrollment ratio - Secondary (female),99.4845,,United Nations Educational
480,Mauritius,2015,Students enrolled in tertiary education (thousands),37.871,,United Nations Educational
480,Mauritius,2015,Gross enrollment ratio - Tertiary (male),32.396,,United Nations Educational
480,Mauritius,2015,Gross enrollment ratio - Tertiary (female),42.519,,United Nations Educational
480,Mauritius,2017,Students enrolled in primary education (thousands),92.989,,United Nations Educational
480,Mauritius,2017,Gross enrollment ratio - Primary (male),100.6493,,United Nations Educational
480,Mauritius,2017,Gross enrollment ratio - Primary (female),102.4352,,United Nations Educational
480,Mauritius,2017,Students enrolled in secondary education (thousands),125.27,,United Nations Educational
480,Mauritius,2017,Gross enrollment ratio - Secondary (male),92.4904,,United Nations Educational
480,Mauritius,2017,Gross enrollment ratio - Secondary (female),99.0766,,United Nations Educational
480,Mauritius,2017,Students enrolled in tertiary education (thousands),38.85,,United Nations Educational
480,Mauritius,2017,Gross enrollment ratio - Tertiary (male),33.86,,United Nations Educational
480,Mauritius,2017,Gross enrollment ratio - Tertiary (female),47.4572,,United Nations Educational
480,Mauritius,2018,Students enrolled in primary education (thousands),89.642,,United Nations Educational
480,Mauritius,2018,Gross enrollment ratio - Primary (male),99.7808,,United Nations Educational
480,Mauritius,2018,Gross enrollment ratio - Primary (female),102.4857,,United Nations Educational
480,Mauritius,2018,Students enrolled in secondary education (thousands),122.424,,United Nations Educational
480,Mauritius,2018,Gross enrollment ratio - Secondary (male),92.5263,,United Nations Educational
480,Mauritius,2018,Gross enrollment ratio - Secondary (female),97.7667,,United Nations Educational
484,Mexico,2005,Students enrolled in primary education (thousands),14700.005,,United Nations Educational
484,Mexico,2005,Gross enrollment ratio - Primary (male),109.5726,,United Nations Educational
484,Mexico,2005,Gross enrollment ratio - Primary (female),107.5982,,United Nations Educational
484,Mexico,2005,Students enrolled in secondary education (thousands),10564.404,,United Nations Educational
484,Mexico,2005,Gross enrollment ratio - Secondary (male),80.5659,,United Nations Educational
484,Mexico,2005,Gross enrollment ratio - Secondary (female),84.0333,,United Nations Educational
484,Mexico,2005,Students enrolled in tertiary education (thousands),2384.858,,United Nations Educational
484,Mexico,2005,Gross enrollment ratio - Tertiary (male),24.5215,,United Nations Educational
484,Mexico,2005,Gross enrollment ratio - Tertiary (female),23.9217,,United Nations Educational
484,Mexico,2010,Students enrolled in primary education (thousands),14906.476,,United Nations Educational
484,Mexico,2010,Gross enrollment ratio - Primary (male),111.4043,,United Nations Educational
484,Mexico,2010,Gross enrollment ratio - Primary (female),109.8384,,United Nations Educational
484,Mexico,2010,Students enrolled in secondary education (thousands),11681.53,,United Nations Educational
484,Mexico,2010,Gross enrollment ratio - Secondary (male),83.8309,,United Nations Educational
484,Mexico,2010,Gross enrollment ratio - Secondary (female),90.3881,,United Nations Educational
484,Mexico,2010,Students enrolled in tertiary education (thousands),2847.376,,United Nations Educational
484,Mexico,2010,Gross enrollment ratio - Tertiary (male),27.8771,,United Nations Educational
484,Mexico,2010,Gross enrollment ratio - Tertiary (female),27.257,,United Nations Educational
484,Mexico,2014,Students enrolled in primary education (thousands),14627.368,,United Nations Educational
484,Mexico,2014,Gross enrollment ratio - Primary (male),108.2997,,United Nations Educational
484,Mexico,2014,Gross enrollment ratio - Primary (female),107.7004,,United Nations Educational
484,Mexico,2014,Students enrolled in secondary education (thousands),12993.322,,United Nations Educational
484,Mexico,2014,Gross enrollment ratio - Secondary (male),94.6958,,United Nations Educational
484,Mexico,2014,Gross enrollment ratio - Secondary (female),100.0535,,United Nations Educational
484,Mexico,2014,Students enrolled in tertiary education (thousands),3419.391,,United Nations Educational
484,Mexico,2014,Gross enrollment ratio - Tertiary (male),31.3519,,United Nations Educational
484,Mexico,2014,Gross enrollment ratio - Tertiary (female),30.834,,United Nations Educational
484,Mexico,2015,Students enrolled in primary education (thousands),14397.928,,United Nations Educational
484,Mexico,2015,Gross enrollment ratio - Primary (male),106.7351,,United Nations Educational
484,Mexico,2015,Gross enrollment ratio - Primary (female),106.4719,,United Nations Educational
484,Mexico,2015,Students enrolled in secondary education (thousands),13473.206,,United Nations Educational
484,Mexico,2015,Gross enrollment ratio - Secondary (male),97.6499,,United Nations Educational
484,Mexico,2015,Gross enrollment ratio - Secondary (female),104.0938,,United Nations Educational
484,Mexico,2015,Students enrolled in tertiary education (thousands),3515.404,,United Nations Educational
484,Mexico,2015,Gross enrollment ratio - Tertiary (male),32.0714,,United Nations Educational
484,Mexico,2015,Gross enrollment ratio - Tertiary (female),31.5636,,United Nations Educational
484,Mexico,2017,Students enrolled in primary education (thousands),14182.288,,United Nations Educational
484,Mexico,2017,Gross enrollment ratio - Primary (male),105.5166,,United Nations Educational
484,Mexico,2017,Gross enrollment ratio - Primary (female),106.0347,,United Nations Educational
484,Mexico,2017,Students enrolled in secondary education (thousands),14034.552,,United Nations Educational
484,Mexico,2017,Gross enrollment ratio - Secondary (male),100.6594,,United Nations Educational
484,Mexico,2017,Gross enrollment ratio - Secondary (female),108.2199,,United Nations Educational
484,Mexico,2017,Students enrolled in tertiary education (thousands),4430.248,,United Nations Educational
484,Mexico,2017,Gross enrollment ratio - Tertiary (male),39.8398,,United Nations Educational
484,Mexico,2017,Gross enrollment ratio - Tertiary (female),40.6232,,United Nations Educational
583,Micronesia (Fed. States of),2000,Students enrolled in tertiary education (thousands),1.539,Estimate.,United Nations Educational
583,Micronesia (Fed. States of),2005,Students enrolled in primary education (thousands),18.793,,United Nations Educational
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Primary (male),112.5491,,United Nations Educational
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Primary (female),109.5711,,United Nations Educational
583,Micronesia (Fed. States of),2005,Students enrolled in secondary education (thousands),13.634,,United Nations Educational
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Secondary (male),79.9306,,United Nations Educational
583,Micronesia (Fed. States of),2005,Gross enrollment ratio - Secondary (female),86.5937,,United Nations Educational
583,Micronesia (Fed. States of),2007,Students enrolled in primary education (thousands),18.512,,United Nations Educational
583,Micronesia (Fed. States of),2007,Gross enrollment ratio - Primary (male),112.4152,,United Nations Educational
583,Micronesia (Fed. States of),2007,Gross enrollment ratio - Primary (female),113.8481,,United Nations Educational
583,Micronesia (Fed. States of),2014,Students enrolled in primary education (thousands),14.307,,United Nations Educational
583,Micronesia (Fed. States of),2014,Gross enrollment ratio - Primary (male),102.9298,,United Nations Educational
583,Micronesia (Fed. States of),2014,Gross enrollment ratio - Primary (female),99.8544,,United Nations Educational
583,Micronesia (Fed. States of),2015,Students enrolled in primary education (thousands),13.758,,United Nations Educational
583,Micronesia (Fed. States of),2015,Gross enrollment ratio - Primary (male),98.3297,,United Nations Educational
583,Micronesia (Fed. States of),2015,Gross enrollment ratio - Primary (female),95.9647,,United Nations Educational
492,Monaco,2004,Students enrolled in primary education (thousands),1.831,,United Nations Educational
492,Monaco,2004,Students enrolled in secondary education (thousands),3.078,,United Nations Educational
492,Monaco,2010,Students enrolled in primary education (thousands),1.82,,United Nations Educational
492,Monaco,2010,Students enrolled in secondary education (thousands),2.999,,United Nations Educational
492,Monaco,2014,Students enrolled in primary education (thousands),1.752,,United Nations Educational
492,Monaco,2014,Students enrolled in secondary education (thousands),3.085,,United Nations Educational
492,Monaco,2015,Students enrolled in primary education (thousands),1.959,,United Nations Educational
492,Monaco,2015,Students enrolled in secondary education (thousands),3.297,,United Nations Educational
492,Monaco,2019,Students enrolled in primary education (thousands),1.989,,United Nations Educational
492,Monaco,2019,Students enrolled in secondary education (thousands),3.37,,United Nations Educational
492,Monaco,2019,Students enrolled in tertiary education (thousands),0.971,,United Nations Educational
496,Mongolia,2005,Students enrolled in primary education (thousands),251.205,,United Nations Educational
496,Mongolia,2005,Gross enrollment ratio - Primary (male),97.9856,,United Nations Educational
496,Mongolia,2005,Gross enrollment ratio - Primary (female),97.972,,United Nations Educational
496,Mongolia,2005,Students enrolled in secondary education (thousands),339.249,,United Nations Educational
496,Mongolia,2005,Gross enrollment ratio - Secondary (male),85.6185,,United Nations Educational
496,Mongolia,2005,Gross enrollment ratio - Secondary (female),95.0209,,United Nations Educational
496,Mongolia,2005,Students enrolled in tertiary education (thousands),123.824,,United Nations Educational
496,Mongolia,2005,Gross enrollment ratio - Tertiary (male),33.8242,,United Nations Educational
496,Mongolia,2005,Gross enrollment ratio - Tertiary (female),55.9093,,United Nations Educational
496,Mongolia,2010,Students enrolled in primary education (thousands),273.966,,United Nations Educational
496,Mongolia,2010,Gross enrollment ratio - Primary (male),127.1768,,United Nations Educational
496,Mongolia,2010,Gross enrollment ratio - Primary (female),124.2935,,United Nations Educational
496,Mongolia,2010,Students enrolled in secondary education (thousands),275.983,,United Nations Educational
496,Mongolia,2010,Gross enrollment ratio - Secondary (male),88.3474,,United Nations Educational
496,Mongolia,2010,Gross enrollment ratio - Secondary (female),94.7508,,United Nations Educational
496,Mongolia,2010,Students enrolled in tertiary education (thousands),165.769,,United Nations Educational
496,Mongolia,2010,Gross enrollment ratio - Tertiary (male),42.464,,United Nations Educational
496,Mongolia,2010,Gross enrollment ratio - Tertiary (female),65.1173,,United Nations Educational
496,Mongolia,2014,Students enrolled in primary education (thousands),239.289,,United Nations Educational
496,Mongolia,2014,Gross enrollment ratio - Primary (male),102.3462,,United Nations Educational
496,Mongolia,2014,Gross enrollment ratio - Primary (female),100.3014,,United Nations Educational
496,Mongolia,2014,Students enrolled in tertiary education (thousands),175.205,,United Nations Educational
496,Mongolia,2014,Gross enrollment ratio - Tertiary (male),52.7024,,United Nations Educational
496,Mongolia,2014,Gross enrollment ratio - Tertiary (female),75.2243,,United Nations Educational
496,Mongolia,2015,Students enrolled in primary education (thousands),251.204,,United Nations Educational
496,Mongolia,2015,Gross enrollment ratio - Primary (male),101.2655,,United Nations Educational
496,Mongolia,2015,Gross enrollment ratio - Primary (female),99.4394,,United Nations Educational
496,Mongolia,2015,Students enrolled in tertiary education (thousands),179.54,,United Nations Educational
496,Mongolia,2015,Gross enrollment ratio - Tertiary (male),57.4239,,United Nations Educational
496,Mongolia,2015,Gross enrollment ratio - Tertiary (female),78.8599,,United Nations Educational
496,Mongolia,2018,Students enrolled in primary education (thousands),311.063,,United Nations Educational
496,Mongolia,2018,Gross enrollment ratio - Primary (male),105.2631,,United Nations Educational
496,Mongolia,2018,Gross enrollment ratio - Primary (female),102.7896,,United Nations Educational
496,Mongolia,2018,Students enrolled in tertiary education (thousands),155.248,,United Nations Educational
496,Mongolia,2018,Gross enrollment ratio - Tertiary (male),54.6833,,United Nations Educational
496,Mongolia,2018,Gross enrollment ratio - Tertiary (female),76.6581,,United Nations Educational
499,Montenegro,2005,Students enrolled in primary education (thousands),37.812,,United Nations Educational
499,Montenegro,2005,Gross enrollment ratio - Primary (male),111.7792,,United Nations Educational
499,Montenegro,2005,Gross enrollment ratio - Primary (female),113.6946,,United Nations Educational
499,Montenegro,2005,Students enrolled in secondary education (thousands),68.471,,United Nations Educational
499,Montenegro,2005,Gross enrollment ratio - Secondary (male),93.0177,,United Nations Educational
499,Montenegro,2005,Gross enrollment ratio - Secondary (female),96.0597,,United Nations Educational
499,Montenegro,2005,Students enrolled in tertiary education (thousands),11.011,,United Nations Educational
499,Montenegro,2005,Gross enrollment ratio - Tertiary (male),17.2209,,United Nations Educational
499,Montenegro,2005,Gross enrollment ratio - Tertiary (female),27.247,,United Nations Educational
499,Montenegro,2010,Students enrolled in primary education (thousands),35.264,,United Nations Educational
499,Montenegro,2010,Gross enrollment ratio - Primary (male),110.2547,,United Nations Educational
499,Montenegro,2010,Gross enrollment ratio - Primary (female),110.6316,,United Nations Educational
499,Montenegro,2010,Students enrolled in secondary education (thousands),69.619,,United Nations Educational
499,Montenegro,2010,Gross enrollment ratio - Secondary (male),98.9539,,United Nations Educational
499,Montenegro,2010,Gross enrollment ratio - Secondary (female),101.8774,,United Nations Educational
499,Montenegro,2010,Students enrolled in tertiary education (thousands),23.786,,United Nations Educational
499,Montenegro,2010,Gross enrollment ratio - Tertiary (male),46.4508,,United Nations Educational
499,Montenegro,2010,Gross enrollment ratio - Tertiary (female),58.3345,,United Nations Educational
499,Montenegro,2012,Students enrolled in primary education (thousands),38.362,,United Nations Educational
499,Montenegro,2012,Gross enrollment ratio - Primary (male),96.0852,,United Nations Educational
499,Montenegro,2012,Gross enrollment ratio - Primary (female),98.7039,,United Nations Educational
499,Montenegro,2012,Students enrolled in secondary education (thousands),63.013,,United Nations Educational
499,Montenegro,2012,Gross enrollment ratio - Secondary (male),91.9531,,United Nations Educational
499,Montenegro,2012,Gross enrollment ratio - Secondary (female),94.4142,,United Nations Educational
499,Montenegro,2015,Students enrolled in primary education (thousands),37.585,,United Nations Educational
499,Montenegro,2015,Gross enrollment ratio - Primary (male),95.2906,,United Nations Educational
499,Montenegro,2015,Gross enrollment ratio - Primary (female),95.5271,,United Nations Educational
499,Montenegro,2015,Students enrolled in secondary education (thousands),60.504,,United Nations Educational
499,Montenegro,2015,Gross enrollment ratio - Secondary (male),91.9525,,United Nations Educational
499,Montenegro,2015,Gross enrollment ratio - Secondary (female),93.505,,United Nations Educational
499,Montenegro,2018,Students enrolled in primary education (thousands),39.288,,United Nations Educational
499,Montenegro,2018,Gross enrollment ratio - Primary (male),102.1978,,United Nations Educational
499,Montenegro,2018,Gross enrollment ratio - Primary (female),97.5909,,United Nations Educational
499,Montenegro,2018,Students enrolled in secondary education (thousands),57.085,,United Nations Educational
499,Montenegro,2018,Gross enrollment ratio - Secondary (male),89.2885,,United Nations Educational
499,Montenegro,2018,Gross enrollment ratio - Secondary (female),90.5243,,United Nations Educational
499,Montenegro,2018,Students enrolled in tertiary education (thousands),23.826,,United Nations Educational
499,Montenegro,2018,Gross enrollment ratio - Tertiary (male),47.9499,,United Nations Educational
499,Montenegro,2018,Gross enrollment ratio - Tertiary (female),64.9136,,United Nations Educational
500,Montserrat,2005,Students enrolled in primary education (thousands),0.509,,United Nations Educational
500,Montserrat,2005,Gross enrollment ratio - Primary (male),161.1765,,United Nations Educational
500,Montserrat,2005,Gross enrollment ratio - Primary (female),150.641,,United Nations Educational
500,Montserrat,2005,Students enrolled in secondary education (thousands),0.298,,United Nations Educational
500,Montserrat,2005,Gross enrollment ratio - Secondary (male),82.5137,,United Nations Educational
500,Montserrat,2005,Gross enrollment ratio - Secondary (female),86.4706,,United Nations Educational
500,Montserrat,2009,Students enrolled in primary education (thousands),0.485,,United Nations Educational
500,Montserrat,2009,Gross enrollment ratio - Primary (male),154.0373,,United Nations Educational
500,Montserrat,2009,Gross enrollment ratio - Primary (female),163.4483,,United Nations Educational
500,Montserrat,2009,Students enrolled in secondary education (thousands),0.358,,United Nations Educational
500,Montserrat,2009,Gross enrollment ratio - Secondary (male),124,,United Nations Educational
500,Montserrat,2009,Gross enrollment ratio - Secondary (female),123.741,,United Nations Educational
500,Montserrat,2009,Students enrolled in tertiary education (thousands),0.056,,United Nations Educational
500,Montserrat,2009,Gross enrollment ratio - Tertiary (male),5.291,,United Nations Educational
500,Montserrat,2009,Gross enrollment ratio - Tertiary (female),26.2857,,United Nations Educational
500,Montserrat,2010,Students enrolled in tertiary education (thousands),0.061,,United Nations Educational
500,Montserrat,2010,Gross enrollment ratio - Tertiary (male),4.8649,,United Nations Educational
500,Montserrat,2010,Gross enrollment ratio - Tertiary (female),30.2326,,United Nations Educational
500,Montserrat,2014,Students enrolled in primary education (thousands),0.439,,United Nations Educational
500,Montserrat,2014,Gross enrollment ratio - Primary (male),92.9461,,United Nations Educational
500,Montserrat,2014,Gross enrollment ratio - Primary (female),95.9821,,United Nations Educational
500,Montserrat,2014,Students enrolled in secondary education (thousands),0.343,,United Nations Educational
500,Montserrat,2014,Gross enrollment ratio - Secondary (male),173.5294,,United Nations Educational
500,Montserrat,2014,Gross enrollment ratio - Secondary (female),180.4348,,United Nations Educational
500,Montserrat,2018,Students enrolled in primary education (thousands),0.46,,United Nations Educational
500,Montserrat,2018,Gross enrollment ratio - Primary (male),104.6083,,United Nations Educational
500,Montserrat,2018,Gross enrollment ratio - Primary (female),114.7783,,United Nations Educational
500,Montserrat,2018,Students enrolled in secondary education (thousands),0.317,,United Nations Educational
500,Montserrat,2018,Gross enrollment ratio - Secondary (male),94.5122,,United Nations Educational
500,Montserrat,2018,Gross enrollment ratio - Secondary (female),105.8824,,United Nations Educational
504,Morocco,2005,Students enrolled in primary education (thousands),4022.6,,United Nations Educational
504,Morocco,2005,Gross enrollment ratio - Primary (male),110.9454,,United Nations Educational
504,Morocco,2005,Gross enrollment ratio - Primary (female),100.662,,United Nations Educational
504,Morocco,2005,Students enrolled in secondary education (thousands),1948.006,,United Nations Educational
504,Morocco,2005,Gross enrollment ratio - Secondary (male),54.2799,,United Nations Educational
504,Morocco,2005,Gross enrollment ratio - Secondary (female),46.293,,United Nations Educational
504,Morocco,2005,Students enrolled in tertiary education (thousands),367.556,,United Nations Educational
504,Morocco,2005,Gross enrollment ratio - Tertiary (male),13.0786,,United Nations Educational
504,Morocco,2005,Gross enrollment ratio - Tertiary (female),10.512,,United Nations Educational
504,Morocco,2010,Students enrolled in primary education (thousands),3945.201,,United Nations Educational
504,Morocco,2010,Gross enrollment ratio - Primary (male),112.9727,,United Nations Educational
504,Morocco,2010,Gross enrollment ratio - Primary (female),106.2751,,United Nations Educational
504,Morocco,2010,Students enrolled in secondary education (thousands),2393.275,,United Nations Educational
504,Morocco,2010,Gross enrollment ratio - Secondary (male),67.5728,,United Nations Educational
504,Morocco,2010,Gross enrollment ratio - Secondary (female),58.8404,,United Nations Educational
504,Morocco,2010,Students enrolled in tertiary education (thousands),447.036,,United Nations Educational
504,Morocco,2010,Gross enrollment ratio - Tertiary (male),15.3154,,United Nations Educational
504,Morocco,2010,Gross enrollment ratio - Tertiary (female),13.821,,United Nations Educational
504,Morocco,2012,Students enrolled in primary education (thousands),4016.934,,United Nations Educational
504,Morocco,2012,Gross enrollment ratio - Primary (male),113.2945,,United Nations Educational
504,Morocco,2012,Gross enrollment ratio - Primary (female),108.0068,,United Nations Educational
504,Morocco,2012,Students enrolled in secondary education (thousands),2554.05,,United Nations Educational
504,Morocco,2012,Gross enrollment ratio - Secondary (male),75.1071,,United Nations Educational
504,Morocco,2012,Gross enrollment ratio - Secondary (female),64.1467,,United Nations Educational
504,Morocco,2012,Students enrolled in tertiary education (thousands),605.759,,United Nations Educational
504,Morocco,2012,Gross enrollment ratio - Tertiary (male),20.2059,,United Nations Educational
504,Morocco,2012,Gross enrollment ratio - Tertiary (female),18.6847,,United Nations Educational
504,Morocco,2014,Students enrolled in primary education (thousands),4030.142,,United Nations Educational
504,Morocco,2014,Gross enrollment ratio - Primary (male),112.3623,,United Nations Educational
504,Morocco,2014,Gross enrollment ratio - Primary (female),107.4268,,United Nations Educational
504,Morocco,2014,Students enrolled in tertiary education (thousands),789.407,,United Nations Educational
504,Morocco,2014,Gross enrollment ratio - Tertiary (male),25.7568,,United Nations Educational
504,Morocco,2014,Gross enrollment ratio - Tertiary (female),24.8956,,United Nations Educational
504,Morocco,2015,Students enrolled in primary education (thousands),4039.392,,United Nations Educational
504,Morocco,2015,Gross enrollment ratio - Primary (male),112.2554,,United Nations Educational
504,Morocco,2015,Gross enrollment ratio - Primary (female),106.6447,,United Nations Educational
504,Morocco,2015,Students enrolled in tertiary education (thousands),877.404,,United Nations Educational
504,Morocco,2015,Gross enrollment ratio - Tertiary (male),29.002,,United Nations Educational
504,Morocco,2015,Gross enrollment ratio - Tertiary (female),27.7832,,United Nations Educational
504,Morocco,2018,Students enrolled in primary education (thousands),4322.623,,United Nations Educational
504,Morocco,2018,Gross enrollment ratio - Primary (male),116.1127,,United Nations Educational
504,Morocco,2018,Gross enrollment ratio - Primary (female),111.5133,,United Nations Educational
504,Morocco,2018,Students enrolled in secondary education (thousands),2871.043,,United Nations Educational
504,Morocco,2018,Gross enrollment ratio - Secondary (male),83.6979,,United Nations Educational
504,Morocco,2018,Gross enrollment ratio - Secondary (female),76.5812,,United Nations Educational
504,Morocco,2018,Students enrolled in tertiary education (thousands),1056.257,,United Nations Educational
504,Morocco,2018,Gross enrollment ratio - Tertiary (male),36.1639,,United Nations Educational
504,Morocco,2018,Gross enrollment ratio - Tertiary (female),35.6978,,United Nations Educational
508,Mozambique,2005,Students enrolled in primary education (thousands),3942.829,,United Nations Educational
508,Mozambique,2005,Gross enrollment ratio - Primary (male),109.5158,,United Nations Educational
508,Mozambique,2005,Gross enrollment ratio - Primary (female),91.3164,,United Nations Educational
508,Mozambique,2005,Students enrolled in secondary education (thousands),305.877,,United Nations Educational
508,Mozambique,2005,Gross enrollment ratio - Secondary (male),15.9828,,United Nations Educational
508,Mozambique,2005,Gross enrollment ratio - Secondary (female),10.9309,,United Nations Educational
508,Mozambique,2005,Students enrolled in tertiary education (thousands),28.298,,United Nations Educational
508,Mozambique,2005,Gross enrollment ratio - Tertiary (male),1.9611,,United Nations Educational
508,Mozambique,2005,Gross enrollment ratio - Tertiary (female),0.9398,,United Nations Educational
508,Mozambique,2010,Students enrolled in primary education (thousands),5277.868,,United Nations Educational
508,Mozambique,2010,Gross enrollment ratio - Primary (male),119.1757,,United Nations Educational
508,Mozambique,2010,Gross enrollment ratio - Primary (female),105.9442,,United Nations Educational
508,Mozambique,2010,Students enrolled in secondary education (thousands),671.902,,United Nations Educational
508,Mozambique,2010,Gross enrollment ratio - Secondary (male),27.9934,,United Nations Educational
508,Mozambique,2010,Gross enrollment ratio - Secondary (female),22.5078,,United Nations Educational
508,Mozambique,2010,Students enrolled in tertiary education (thousands),103.85,,United Nations Educational
508,Mozambique,2010,Gross enrollment ratio - Tertiary (male),5.6808,,United Nations Educational
508,Mozambique,2010,Gross enrollment ratio - Tertiary (female),3.6659,,United Nations Educational
508,Mozambique,2014,Students enrolled in primary education (thousands),5705.343,Estimate.,United Nations Educational
508,Mozambique,2014,Gross enrollment ratio - Primary (male),112.7159,Estimate.,United Nations Educational
508,Mozambique,2014,Gross enrollment ratio - Primary (female),102.5019,Estimate.,United Nations Educational
508,Mozambique,2014,Students enrolled in secondary education (thousands),1025.975,Estimate.,United Nations Educational
508,Mozambique,2014,Gross enrollment ratio - Secondary (male),35.2458,Estimate.,United Nations Educational
508,Mozambique,2014,Gross enrollment ratio - Secondary (female),31.5412,Estimate.,United Nations Educational
508,Mozambique,2014,Students enrolled in tertiary education (thousands),157.431,,United Nations Educational
508,Mozambique,2014,Gross enrollment ratio - Tertiary (male),7.3197,,United Nations Educational
508,Mozambique,2014,Gross enrollment ratio - Tertiary (female),5.1392,,United Nations Educational
508,Mozambique,2015,Students enrolled in primary education (thousands),5901.996,Estimate.,United Nations Educational
508,Mozambique,2015,Gross enrollment ratio - Primary (male),113.8443,Estimate.,United Nations Educational
508,Mozambique,2015,Gross enrollment ratio - Primary (female),103.4298,Estimate.,United Nations Educational
508,Mozambique,2015,Students enrolled in secondary education (thousands),1073.111,Estimate.,United Nations Educational
508,Mozambique,2015,Gross enrollment ratio - Secondary (male),35.2172,Estimate.,United Nations Educational
508,Mozambique,2015,Gross enrollment ratio - Secondary (female),31.9455,Estimate.,United Nations Educational
508,Mozambique,2015,Students enrolled in tertiary education (thousands),174.802,,United Nations Educational
508,Mozambique,2015,Gross enrollment ratio - Tertiary (male),7.7606,,United Nations Educational
508,Mozambique,2015,Gross enrollment ratio - Tertiary (female),5.5837,,United Nations Educational
508,Mozambique,2017,Students enrolled in primary education (thousands),6138.518,,United Nations Educational
508,Mozambique,2017,Gross enrollment ratio - Primary (male),112.0003,,United Nations Educational
508,Mozambique,2017,Gross enrollment ratio - Primary (female),103.6262,,United Nations Educational
508,Mozambique,2017,Students enrolled in secondary education (thousands),1216.214,,United Nations Educational
508,Mozambique,2017,Gross enrollment ratio - Secondary (male),37.3925,,United Nations Educational
508,Mozambique,2017,Gross enrollment ratio - Secondary (female),33.4451,,United Nations Educational
508,Mozambique,2017,Students enrolled in tertiary education (thousands),200.649,,United Nations Educational
508,Mozambique,2017,Gross enrollment ratio - Tertiary (male),7.9213,,United Nations Educational
508,Mozambique,2017,Gross enrollment ratio - Tertiary (female),6.3418,,United Nations Educational
508,Mozambique,2018,Students enrolled in primary education (thousands),6563.376,,United Nations Educational
508,Mozambique,2018,Gross enrollment ratio - Primary (male),116.7904,,United Nations Educational
508,Mozambique,2018,Gross enrollment ratio - Primary (female),108.4135,,United Nations Educational
508,Mozambique,2018,Students enrolled in tertiary education (thousands),213.93,,United Nations Educational
508,Mozambique,2018,Gross enrollment ratio - Tertiary (male),8.1082,,United Nations Educational
508,Mozambique,2018,Gross enrollment ratio - Tertiary (female),6.5336,,United Nations Educational
104,Myanmar,2001,Students enrolled in primary education (thousands),4781.543,,United Nations Educational
104,Myanmar,2001,Gross enrollment ratio - Primary (male),98.2031,,United Nations Educational
104,Myanmar,2001,Gross enrollment ratio - Primary (female),96.0448,,United Nations Educational
104,Myanmar,2001,Students enrolled in secondary education (thousands),2301.919,,United Nations Educational
104,Myanmar,2001,Gross enrollment ratio - Secondary (male),39.0979,,United Nations Educational
104,Myanmar,2001,Gross enrollment ratio - Secondary (female),36.4944,,United Nations Educational
104,Myanmar,2001,Students enrolled in tertiary education (thousands),553.456,,United Nations Educational
104,Myanmar,2005,Students enrolled in primary education (thousands),4948.198,,United Nations Educational
104,Myanmar,2005,Gross enrollment ratio - Primary (male),98.1014,,United Nations Educational
104,Myanmar,2005,Gross enrollment ratio - Primary (female),98.1781,,United Nations Educational
104,Myanmar,2005,Students enrolled in secondary education (thousands),2589.312,,United Nations Educational
104,Myanmar,2005,Gross enrollment ratio - Secondary (male),45.1408,,United Nations Educational
104,Myanmar,2005,Gross enrollment ratio - Secondary (female),43.535,,United Nations Educational
104,Myanmar,2007,Students enrolled in primary education (thousands),5013.582,,United Nations Educational
104,Myanmar,2007,Students enrolled in secondary education (thousands),2686.198,,United Nations Educational
104,Myanmar,2007,Gross enrollment ratio - Secondary (male),46.3459,,United Nations Educational
104,Myanmar,2007,Gross enrollment ratio - Secondary (female),46.1319,,United Nations Educational
104,Myanmar,2007,Students enrolled in tertiary education (thousands),507.66,,United Nations Educational
104,Myanmar,2007,Gross enrollment ratio - Tertiary (male),8.9851,,United Nations Educational
104,Myanmar,2007,Gross enrollment ratio - Tertiary (female),12.2235,,United Nations Educational
104,Myanmar,2010,Students enrolled in primary education (thousands),5125.942,,United Nations Educational
