Region/Country/Area,,Year,Series,Value,Footnotes,Source
462,Maldives,2003,Teachers at secondary level (thousands),2.088,,United Nations Educational
462,Maldives,2003,Pupil-teacher ratio in secondary education,13.7031,,United Nations Educational
462,Maldives,2003,Teachers at tertiary level (thousands),0.039,,United Nations Educational
462,Maldives,2003,Pupil-teacher ratio in tertiary education,1.8718,,United Nations Educational
462,Maldives,2005,Teachers at primary level (thousands),2.882,Estimate.,United Nations Educational
462,Maldives,2005,Pupil-teacher ratio in primary education,20.0809,,United Nations Educational
462,Maldives,2010,Teachers at primary level (thousands),3.602,Estimate.,United Nations Educational
462,Maldives,2010,Pupil-teacher ratio in primary education,11.7007,,United Nations Educational
462,Maldives,2015,Teachers at primary level (thousands),4.075,Estimate.,United Nations Educational
462,Maldives,2015,Pupil-teacher ratio in primary education,10.3404,,United Nations Educational
462,Maldives,2017,Teachers at primary level (thousands),4.46,Estimate.,United Nations Educational
462,Maldives,2017,Pupil-teacher ratio in primary education,10.1628,,United Nations Educational
462,Maldives,2017,Teachers at tertiary level (thousands),0.831,,United Nations Educational
462,Maldives,2017,Pupil-teacher ratio in tertiary education,17.4296,,United Nations Educational
466,Mali,2000,Teachers at primary level (thousands),15.567,Estimate.,United Nations Educational
466,Mali,2000,Pupil-teacher ratio in primary education,65.3032,,United Nations Educational
466,Mali,2000,Teachers at secondary level (thousands),8.899,Estimate.,United Nations Educational
466,Mali,2000,Pupil-teacher ratio in secondary education,28.9733,Estimate.,United Nations Educational
466,Mali,2000,Teachers at tertiary level (thousands),0.963,Estimate.,United Nations Educational
466,Mali,2000,Pupil-teacher ratio in tertiary education,20.5099,Estimate.,United Nations Educational
466,Mali,2005,Teachers at primary level (thousands),27.688,Estimate.,United Nations Educational
466,Mali,2005,Pupil-teacher ratio in primary education,54.3883,,United Nations Educational
466,Mali,2009,Teachers at primary level (thousands),38.413,Estimate.,United Nations Educational
466,Mali,2009,Pupil-teacher ratio in primary education,50.1456,,United Nations Educational
466,Mali,2009,Teachers at secondary level (thousands),29.308,Estimate.,United Nations Educational
466,Mali,2009,Pupil-teacher ratio in secondary education,23.409,Estimate.,United Nations Educational
466,Mali,2010,Teachers at primary level (thousands),40.052,Estimate.,United Nations Educational
466,Mali,2010,Pupil-teacher ratio in primary education,50.3983,,United Nations Educational
466,Mali,2015,Teachers at primary level (thousands),52.148,Estimate.,United Nations Educational
466,Mali,2015,Pupil-teacher ratio in primary education,42.707,,United Nations Educational
466,Mali,2015,Teachers at secondary level (thousands),49.262,,United Nations Educational
466,Mali,2015,Pupil-teacher ratio in secondary education,19.193,,United Nations Educational
466,Mali,2017,Teachers at primary level (thousands),66.418,Estimate.,United Nations Educational
466,Mali,2017,Pupil-teacher ratio in primary education,38.2201,,United Nations Educational
466,Mali,2017,Teachers at secondary level (thousands),58.364,,United Nations Educational
466,Mali,2017,Pupil-teacher ratio in secondary education,17.4322,,United Nations Educational
466,Mali,2017,Teachers at tertiary level (thousands),2.356,,United Nations Educational
466,Mali,2017,Pupil-teacher ratio in tertiary education,30.8162,,United Nations Educational
466,Mali,2018,Teachers at primary level (thousands),65.485,Estimate.,United Nations Educational
466,Mali,2018,Pupil-teacher ratio in primary education,37.8267,,United Nations Educational
470,Malta,2005,Teachers at primary level (thousands),1.608,Estimate.,United Nations Educational
470,Malta,2005,Pupil-teacher ratio in primary education,18.4055,,United Nations Educational
470,Malta,2005,Teachers at secondary level (thousands),3.499,,United Nations Educational
470,Malta,2005,Pupil-teacher ratio in secondary education,11.4687,,United Nations Educational
470,Malta,2005,Teachers at tertiary level (thousands),0.825,,United Nations Educational
470,Malta,2005,Pupil-teacher ratio in tertiary education,11.4436,,United Nations Educational
470,Malta,2008,Teachers at primary level (thousands),1.528,Estimate.,United Nations Educational
470,Malta,2008,Pupil-teacher ratio in primary education,17.5209,,United Nations Educational
470,Malta,2008,Teachers at secondary level (thousands),3.55,,United Nations Educational
470,Malta,2008,Pupil-teacher ratio in secondary education,10.6406,,United Nations Educational
470,Malta,2008,Teachers at tertiary level (thousands),0.968,,United Nations Educational
470,Malta,2008,Pupil-teacher ratio in tertiary education,9.7851,,United Nations Educational
470,Malta,2010,Teachers at primary level (thousands),1.748,Estimate.,United Nations Educational
470,Malta,2010,Pupil-teacher ratio in primary education,14.2935,,United Nations Educational
470,Malta,2010,Teachers at tertiary level (thousands),1.207,,United Nations Educational
470,Malta,2010,Pupil-teacher ratio in tertiary education,8.9809,,United Nations Educational
470,Malta,2015,Teachers at primary level (thousands),1.8248,Estimate.,United Nations Educational
470,Malta,2015,Pupil-teacher ratio in primary education,13.4945,,United Nations Educational
470,Malta,2015,Teachers at secondary level (thousands),3.7757,,United Nations Educational
470,Malta,2015,Pupil-teacher ratio in secondary education,7.7957,,United Nations Educational
470,Malta,2015,Teachers at tertiary level (thousands),1.6345,,United Nations Educational
470,Malta,2015,Pupil-teacher ratio in tertiary education,8.0857,,United Nations Educational
470,Malta,2017,Teachers at primary level (thousands),1.9936,Estimate.,United Nations Educational
470,Malta,2017,Pupil-teacher ratio in primary education,12.9393,,United Nations Educational
470,Malta,2017,Teachers at secondary level (thousands),4.3248,,United Nations Educational
470,Malta,2017,Pupil-teacher ratio in secondary education,7.1125,,United Nations Educational
470,Malta,2017,Teachers at tertiary level (thousands),1.735,,United Nations Educational
470,Malta,2017,Pupil-teacher ratio in tertiary education,8.3141,,United Nations Educational
584,Marshall Islands,2002,Teachers at primary level (thousands),0.517,Estimate.,United Nations Educational
584,Marshall Islands,2002,Pupil-teacher ratio in primary education,16.9381,,United Nations Educational
584,Marshall Islands,2002,Teachers at secondary level (thousands),0.381,,United Nations Educational
584,Marshall Islands,2002,Pupil-teacher ratio in secondary education,16.6745,,United Nations Educational
584,Marshall Islands,2002,Teachers at tertiary level (thousands),0.048,,United Nations Educational
584,Marshall Islands,2002,Pupil-teacher ratio in tertiary education,18.8125,,United Nations Educational
584,Marshall Islands,2003,Teachers at secondary level (thousands),0.387,Estimate.,United Nations Educational
584,Marshall Islands,2003,Pupil-teacher ratio in secondary education,14.938,Estimate.,United Nations Educational
584,Marshall Islands,2012,Teachers at tertiary level (thousands),0.068,,United Nations Educational
584,Marshall Islands,2012,Pupil-teacher ratio in tertiary education,19.5588,,United Nations Educational
478,Mauritania,2005,Teachers at primary level (thousands),11.001,Estimate.,United Nations Educational
478,Mauritania,2005,Pupil-teacher ratio in primary education,40.325,,United Nations Educational
478,Mauritania,2005,Teachers at secondary level (thousands),2.995,,United Nations Educational
478,Mauritania,2005,Pupil-teacher ratio in secondary education,30.9836,,United Nations Educational
478,Mauritania,2005,Teachers at tertiary level (thousands),0.356,,United Nations Educational
478,Mauritania,2005,Pupil-teacher ratio in tertiary education,24.6011,,United Nations Educational
478,Mauritania,2006,Teachers at primary level (thousands),11.252,Estimate.,United Nations Educational
478,Mauritania,2006,Pupil-teacher ratio in primary education,41.4122,,United Nations Educational
478,Mauritania,2006,Teachers at secondary level (thousands),3.777,Estimate.,United Nations Educational
478,Mauritania,2006,Pupil-teacher ratio in secondary education,26.197,Estimate.,United Nations Educational
478,Mauritania,2006,Teachers at tertiary level (thousands),0.353,,United Nations Educational
478,Mauritania,2006,Pupil-teacher ratio in tertiary education,28.7734,,United Nations Educational
478,Mauritania,2010,Teachers at primary level (thousands),14.303,Estimate.,United Nations Educational
478,Mauritania,2010,Pupil-teacher ratio in primary education,37.1519,,United Nations Educational
478,Mauritania,2010,Teachers at tertiary level (thousands),0.379,,United Nations Educational
478,Mauritania,2010,Pupil-teacher ratio in tertiary education,38.3536,,United Nations Educational
478,Mauritania,2013,Teachers at primary level (thousands),16.082,Estimate.,United Nations Educational
478,Mauritania,2013,Pupil-teacher ratio in primary education,35.3783,,United Nations Educational
478,Mauritania,2013,Teachers at tertiary level (thousands),0.448,,United Nations Educational
478,Mauritania,2013,Pupil-teacher ratio in tertiary education,42.9531,,United Nations Educational
478,Mauritania,2015,Teachers at primary level (thousands),17.669,Estimate.,United Nations Educational
478,Mauritania,2015,Pupil-teacher ratio in primary education,35.8119,,United Nations Educational
478,Mauritania,2015,Teachers at secondary level (thousands),5.591,,United Nations Educational
478,Mauritania,2015,Pupil-teacher ratio in secondary education,33.5468,,United Nations Educational
478,Mauritania,2018,Teachers at primary level (thousands),19.116,Estimate.,United Nations Educational
478,Mauritania,2018,Pupil-teacher ratio in primary education,34.2781,,United Nations Educational
478,Mauritania,2018,Teachers at secondary level (thousands),9.136,,United Nations Educational
478,Mauritania,2018,Pupil-teacher ratio in secondary education,25.9167,,United Nations Educational
480,Mauritius,2005,Teachers at primary level (thousands),5.531,Estimate.,United Nations Educational
480,Mauritius,2005,Pupil-teacher ratio in primary education,22.3399,,United Nations Educational
480,Mauritius,2005,Teachers at secondary level (thousands),7.433,,United Nations Educational
480,Mauritius,2005,Pupil-teacher ratio in secondary education,17.414,Estimate.,United Nations Educational
480,Mauritius,2010,Teachers at primary level (thousands),5.472,Estimate.,United Nations Educational
480,Mauritius,2010,Pupil-teacher ratio in primary education,21.4605,,United Nations Educational
480,Mauritius,2010,Teachers at secondary level (thousands),8.323,,United Nations Educational
480,Mauritius,2010,Pupil-teacher ratio in secondary education,15.2592,Estimate.,United Nations Educational
480,Mauritius,2010,Teachers at tertiary level (thousands),1.1,,United Nations Educational
480,Mauritius,2010,Pupil-teacher ratio in tertiary education,30.3882,,United Nations Educational
480,Mauritius,2015,Teachers at primary level (thousands),5.4,Estimate.,United Nations Educational
480,Mauritius,2015,Pupil-teacher ratio in primary education,18.8209,,United Nations Educational
480,Mauritius,2015,Teachers at secondary level (thousands),10.02,,United Nations Educational
480,Mauritius,2015,Pupil-teacher ratio in secondary education,12.8751,,United Nations Educational
480,Mauritius,2018,Teachers at primary level (thousands),5.534,Estimate.,United Nations Educational
480,Mauritius,2018,Pupil-teacher ratio in primary education,16.1984,,United Nations Educational
480,Mauritius,2018,Teachers at secondary level (thousands),11.141,,United Nations Educational
480,Mauritius,2018,Pupil-teacher ratio in secondary education,10.9886,,United Nations Educational
484,Mexico,2005,Teachers at primary level (thousands),519.112,Estimate.,United Nations Educational
484,Mexico,2005,Pupil-teacher ratio in primary education,28.3176,,United Nations Educational
484,Mexico,2005,Teachers at secondary level (thousands),593.451,,United Nations Educational
484,Mexico,2005,Pupil-teacher ratio in secondary education,17.8016,,United Nations Educational
484,Mexico,2005,Teachers at tertiary level (thousands),251.253,,United Nations Educational
484,Mexico,2005,Pupil-teacher ratio in tertiary education,9.4919,,United Nations Educational
484,Mexico,2010,Teachers at primary level (thousands),529.599,Estimate.,United Nations Educational
484,Mexico,2010,Pupil-teacher ratio in primary education,28.1467,,United Nations Educational
484,Mexico,2010,Teachers at secondary level (thousands),652.14,,United Nations Educational
484,Mexico,2010,Pupil-teacher ratio in secondary education,17.9126,,United Nations Educational
484,Mexico,2010,Teachers at tertiary level (thousands),309.952,,United Nations Educational
484,Mexico,2010,Pupil-teacher ratio in tertiary education,9.1865,,United Nations Educational
484,Mexico,2015,Teachers at primary level (thousands),534.702,Estimate.,United Nations Educational
484,Mexico,2015,Pupil-teacher ratio in primary education,26.927,,United Nations Educational
484,Mexico,2015,Teachers at secondary level (thousands),837.775,,United Nations Educational
484,Mexico,2015,Pupil-teacher ratio in secondary education,16.0821,,United Nations Educational
484,Mexico,2015,Teachers at tertiary level (thousands),363.695,,United Nations Educational
484,Mexico,2015,Pupil-teacher ratio in tertiary education,9.6658,,United Nations Educational
484,Mexico,2017,Teachers at primary level (thousands),534.127,Estimate.,United Nations Educational
484,Mexico,2017,Pupil-teacher ratio in primary education,26.5523,,United Nations Educational
484,Mexico,2017,Teachers at secondary level (thousands),832.536,,United Nations Educational
484,Mexico,2017,Pupil-teacher ratio in secondary education,16.8576,,United Nations Educational
484,Mexico,2017,Teachers at tertiary level (thousands),387.391,,United Nations Educational
484,Mexico,2017,Pupil-teacher ratio in tertiary education,11.4361,,United Nations Educational
583,Micronesia (Fed. States of),2000,Teachers at tertiary level (thousands),0.09,Estimate.,United Nations Educational
583,Micronesia (Fed. States of),2000,Pupil-teacher ratio in tertiary education,17.1,Estimate.,United Nations Educational
583,Micronesia (Fed. States of),2015,Teachers at primary level (thousands),0.698,Estimate.,United Nations Educational
583,Micronesia (Fed. States of),2015,Pupil-teacher ratio in primary education,19.7106,Estimate.,United Nations Educational
492,Monaco,2001,Teachers at primary level (thousands),0.089,Estimate.,United Nations Educational
492,Monaco,2001,Pupil-teacher ratio in primary education,22.3034,,United Nations Educational
492,Monaco,2001,Teachers at secondary level (thousands),0.276,,United Nations Educational
492,Monaco,2001,Pupil-teacher ratio in secondary education,10.7645,,United Nations Educational
492,Monaco,2004,Teachers at secondary level (thousands),0.277,,United Nations Educational
492,Monaco,2004,Pupil-teacher ratio in secondary education,11.1119,,United Nations Educational
492,Monaco,2008,Teachers at secondary level (thousands),0.519,,United Nations Educational
492,Monaco,2008,Pupil-teacher ratio in secondary education,5.8093,,United Nations Educational
492,Monaco,2015,Teachers at primary level (thousands),0.155,Estimate.,United Nations Educational
492,Monaco,2015,Pupil-teacher ratio in primary education,12.6387,,United Nations Educational
492,Monaco,2015,Teachers at secondary level (thousands),0.406,,United Nations Educational
492,Monaco,2015,Pupil-teacher ratio in secondary education,8.1207,,United Nations Educational
492,Monaco,2016,Teachers at primary level (thousands),0.146,Estimate.,United Nations Educational
492,Monaco,2016,Pupil-teacher ratio in primary education,13.7055,,United Nations Educational
492,Monaco,2016,Teachers at tertiary level (thousands),0.12,,United Nations Educational
492,Monaco,2016,Pupil-teacher ratio in tertiary education,6.8833,,United Nations Educational
492,Monaco,2017,Teachers at primary level (thousands),0.193,Estimate.,United Nations Educational
492,Monaco,2017,Pupil-teacher ratio in primary education,10.456,,United Nations Educational
492,Monaco,2017,Teachers at secondary level (thousands),0.401,Estimate.,United Nations Educational
492,Monaco,2017,Pupil-teacher ratio in secondary education,8.5436,Estimate.,United Nations Educational
492,Monaco,2018,Teachers at primary level (thousands),0.174,Estimate.,United Nations Educational
492,Monaco,2018,Pupil-teacher ratio in primary education,11.3851,,United Nations Educational
496,Mongolia,2005,Teachers at primary level (thousands),7.338,Estimate.,United Nations Educational
496,Mongolia,2005,Pupil-teacher ratio in primary education,34.2334,,United Nations Educational
496,Mongolia,2005,Teachers at secondary level (thousands),15.141,,United Nations Educational
496,Mongolia,2005,Pupil-teacher ratio in secondary education,22.406,,United Nations Educational
496,Mongolia,2005,Teachers at tertiary level (thousands),8.018,,United Nations Educational
496,Mongolia,2005,Pupil-teacher ratio in tertiary education,15.4433,,United Nations Educational
496,Mongolia,2010,Teachers at primary level (thousands),9.06,Estimate.,United Nations Educational
496,Mongolia,2010,Pupil-teacher ratio in primary education,30.2391,,United Nations Educational
496,Mongolia,2010,Teachers at secondary level (thousands),19.043,,United Nations Educational
496,Mongolia,2010,Pupil-teacher ratio in secondary education,14.4926,,United Nations Educational
496,Mongolia,2010,Teachers at tertiary level (thousands),8.783,,United Nations Educational
496,Mongolia,2010,Pupil-teacher ratio in tertiary education,18.8739,,United Nations Educational
496,Mongolia,2015,Teachers at primary level (thousands),8.901,Estimate.,United Nations Educational
496,Mongolia,2015,Pupil-teacher ratio in primary education,28.222,,United Nations Educational
496,Mongolia,2015,Teachers at secondary level (thousands),20.875,Data included elsewhere under another category.,United Nations Educational
496,Mongolia,2015,Teachers at tertiary level (thousands),8.862,,United Nations Educational
496,Mongolia,2015,Pupil-teacher ratio in tertiary education,20.2595,,United Nations Educational
496,Mongolia,2018,Teachers at primary level (thousands),10.238,Estimate.,United Nations Educational
496,Mongolia,2018,Pupil-teacher ratio in primary education,30.3832,,United Nations Educational
496,Mongolia,2018,Teachers at secondary level (thousands),21.234,,United Nations Educational
496,Mongolia,2018,Teachers at tertiary level (thousands),6.724,,United Nations Educational
496,Mongolia,2018,Pupil-teacher ratio in tertiary education,23.0886,,United Nations Educational
499,Montenegro,2018,Teachers at tertiary level (thousands),1.599,,United Nations Educational
499,Montenegro,2018,Pupil-teacher ratio in tertiary education,14.9006,,United Nations Educational
500,Montserrat,2005,Teachers at primary level (thousands),0.025,Estimate.,United Nations Educational
500,Montserrat,2005,Pupil-teacher ratio in primary education,20.36,,United Nations Educational
500,Montserrat,2005,Teachers at secondary level (thousands),0.026,,United Nations Educational
500,Montserrat,2005,Pupil-teacher ratio in secondary education,11.4615,,United Nations Educational
500,Montserrat,2009,Teachers at primary level (thousands),0.037,Estimate.,United Nations Educational
500,Montserrat,2009,Pupil-teacher ratio in primary education,13.1081,,United Nations Educational
500,Montserrat,2009,Teachers at secondary level (thousands),0.027,,United Nations Educational
500,Montserrat,2009,Pupil-teacher ratio in secondary education,13.2593,,United Nations Educational
500,Montserrat,2014,Teachers at primary level (thousands),0.04,Estimate.,United Nations Educational
500,Montserrat,2014,Pupil-teacher ratio in primary education,10.975,,United Nations Educational
500,Montserrat,2014,Teachers at secondary level (thousands),0.027,,United Nations Educational
500,Montserrat,2014,Pupil-teacher ratio in secondary education,12.7037,,United Nations Educational
500,Montserrat,2018,Teachers at primary level (thousands),0.027,Estimate.,United Nations Educational
500,Montserrat,2018,Pupil-teacher ratio in primary education,17.037,,United Nations Educational
500,Montserrat,2018,Teachers at secondary level (thousands),0.036,,United Nations Educational
500,Montserrat,2018,Pupil-teacher ratio in secondary education,8.8056,,United Nations Educational
504,Morocco,2004,Teachers at primary level (thousands),147.73,Estimate.,United Nations Educational
504,Morocco,2004,Pupil-teacher ratio in primary education,27.5515,,United Nations Educational
504,Morocco,2004,Teachers at secondary level (thousands),100.367,Estimate.,United Nations Educational
504,Morocco,2004,Pupil-teacher ratio in secondary education,18.7261,Estimate.,United Nations Educational
504,Morocco,2004,Teachers at tertiary level (thousands),18.593,,United Nations Educational
504,Morocco,2004,Pupil-teacher ratio in tertiary education,18.5196,,United Nations Educational
504,Morocco,2005,Teachers at primary level (thousands),148.438,Estimate.,United Nations Educational
504,Morocco,2005,Pupil-teacher ratio in primary education,27.0995,,United Nations Educational
504,Morocco,2005,Teachers at tertiary level (thousands),19.374,,United Nations Educational
504,Morocco,2005,Pupil-teacher ratio in tertiary education,18.9716,,United Nations Educational
504,Morocco,2009,Teachers at primary level (thousands),144.722,Estimate.,United Nations Educational
504,Morocco,2009,Pupil-teacher ratio in primary education,26.6096,,United Nations Educational
504,Morocco,2009,Teachers at tertiary level (thousands),19.598,,United Nations Educational
504,Morocco,2009,Pupil-teacher ratio in tertiary education,21.3843,,United Nations Educational
504,Morocco,2010,Teachers at primary level (thousands),150.367,Estimate.,United Nations Educational
504,Morocco,2010,Pupil-teacher ratio in primary education,26.2372,,United Nations Educational
504,Morocco,2015,Teachers at primary level (thousands),156.072,Estimate.,United Nations Educational
504,Morocco,2015,Pupil-teacher ratio in primary education,25.8816,,United Nations Educational
504,Morocco,2015,Teachers at tertiary level (thousands),32.622,,United Nations Educational
504,Morocco,2015,Pupil-teacher ratio in tertiary education,26.8961,,United Nations Educational
504,Morocco,2018,Teachers at primary level (thousands),161.288,Estimate.,United Nations Educational
504,Morocco,2018,Pupil-teacher ratio in primary education,26.8007,,United Nations Educational
504,Morocco,2018,Teachers at secondary level (thousands),147.805,,United Nations Educational
504,Morocco,2018,Pupil-teacher ratio in secondary education,19.4245,,United Nations Educational
504,Morocco,2018,Teachers at tertiary level (thousands),36.747,,United Nations Educational
504,Morocco,2018,Pupil-teacher ratio in tertiary education,28.744,,United Nations Educational
508,Mozambique,2005,Teachers at primary level (thousands),59.434,Estimate.,United Nations Educational
508,Mozambique,2005,Pupil-teacher ratio in primary education,66.3396,,United Nations Educational
508,Mozambique,2005,Teachers at secondary level (thousands),9.509,Estimate.,United Nations Educational
508,Mozambique,2005,Pupil-teacher ratio in secondary education,32.1671,Estimate.,United Nations Educational
508,Mozambique,2005,Teachers at tertiary level (thousands),3.009,,United Nations Educational
508,Mozambique,2005,Pupil-teacher ratio in tertiary education,9.4045,,United Nations Educational
508,Mozambique,2010,Teachers at primary level (thousands),90.236,Estimate.,United Nations Educational
508,Mozambique,2010,Pupil-teacher ratio in primary education,58.4896,,United Nations Educational
508,Mozambique,2010,Teachers at secondary level (thousands),19.69,Estimate.,United Nations Educational
508,Mozambique,2010,Pupil-teacher ratio in secondary education,34.124,Estimate.,United Nations Educational
508,Mozambique,2010,Teachers at tertiary level (thousands),6.393,,United Nations Educational
508,Mozambique,2010,Pupil-teacher ratio in tertiary education,16.2443,,United Nations Educational
508,Mozambique,2014,Teachers at primary level (thousands),104.051,Estimate.,United Nations Educational
508,Mozambique,2014,Pupil-teacher ratio in primary education,54.8322,Estimate.,United Nations Educational
508,Mozambique,2014,Teachers at secondary level (thousands),25.618,Estimate.,United Nations Educational
508,Mozambique,2014,Pupil-teacher ratio in secondary education,40.049,Estimate.,United Nations Educational
508,Mozambique,2014,Teachers at tertiary level (thousands),10.338,,United Nations Educational
508,Mozambique,2014,Pupil-teacher ratio in tertiary education,15.2284,,United Nations Educational
508,Mozambique,2015,Teachers at primary level (thousands),107.976,Estimate.,United Nations Educational
508,Mozambique,2015,Pupil-teacher ratio in primary education,54.6603,Estimate.,United Nations Educational
508,Mozambique,2015,Teachers at secondary level (thousands),27.04,Estimate.,United Nations Educational
508,Mozambique,2015,Pupil-teacher ratio in secondary education,39.6861,Estimate.,United Nations Educational
508,Mozambique,2017,Teachers at primary level (thousands),117.065,Estimate.,United Nations Educational
508,Mozambique,2017,Pupil-teacher ratio in primary education,52.4368,,United Nations Educational
508,Mozambique,2017,Teachers at secondary level (thousands),33.281,,United Nations Educational
508,Mozambique,2017,Pupil-teacher ratio in secondary education,36.5438,,United Nations Educational
508,Mozambique,2017,Teachers at tertiary level (thousands),14.235,,United Nations Educational
508,Mozambique,2017,Pupil-teacher ratio in tertiary education,14.0955,,United Nations Educational
508,Mozambique,2018,Teachers at primary level (thousands),118.743,Estimate.,United Nations Educational
508,Mozambique,2018,Pupil-teacher ratio in primary education,55.2738,,United Nations Educational
508,Mozambique,2018,Teachers at tertiary level (thousands),14.104,,United Nations Educational
508,Mozambique,2018,Pupil-teacher ratio in tertiary education,15.168,,United Nations Educational
104,Myanmar,2001,Teachers at primary level (thousands),148.231,Estimate.,United Nations Educational
104,Myanmar,2001,Pupil-teacher ratio in primary education,32.2574,,United Nations Educational
104,Myanmar,2001,Teachers at secondary level (thousands),74.696,,United Nations Educational
104,Myanmar,2001,Pupil-teacher ratio in secondary education,30.8172,,United Nations Educational
104,Myanmar,2001,Teachers at tertiary level (thousands),10.522,,United Nations Educational
104,Myanmar,2001,Pupil-teacher ratio in tertiary education,52.5999,,United Nations Educational
104,Myanmar,2005,Teachers at primary level (thousands),160.11,Estimate.,United Nations Educational
104,Myanmar,2005,Pupil-teacher ratio in primary education,30.905,,United Nations Educational
104,Myanmar,2005,Teachers at secondary level (thousands),78.144,,United Nations Educational
104,Myanmar,2005,Pupil-teacher ratio in secondary education,33.1351,,United Nations Educational
104,Myanmar,2007,Teachers at primary level (thousands),172.209,Estimate.,United Nations Educational
104,Myanmar,2007,Pupil-teacher ratio in primary education,29.1134,,United Nations Educational
104,Myanmar,2007,Teachers at secondary level (thousands),81.943,,United Nations Educational
104,Myanmar,2007,Pupil-teacher ratio in secondary education,32.7813,,United Nations Educational
104,Myanmar,2007,Teachers at tertiary level (thousands),10.669,,United Nations Educational
104,Myanmar,2007,Pupil-teacher ratio in tertiary education,47.5827,,United Nations Educational
104,Myanmar,2010,Teachers at primary level (thousands),181.666,Estimate.,United Nations Educational
104,Myanmar,2010,Pupil-teacher ratio in primary education,28.2163,,United Nations Educational
104,Myanmar,2010,Teachers at secondary level (thousands),83.703,,United Nations Educational
104,Myanmar,2010,Pupil-teacher ratio in secondary education,34.0782,,United Nations Educational
104,Myanmar,2012,Teachers at tertiary level (thousands),25.094,,United Nations Educational
104,Myanmar,2012,Pupil-teacher ratio in tertiary education,25.2772,,United Nations Educational
104,Myanmar,2014,Teachers at primary level (thousands),187.828,Estimate.,United Nations Educational
104,Myanmar,2014,Pupil-teacher ratio in primary education,27.5639,,United Nations Educational
104,Myanmar,2014,Teachers at secondary level (thousands),100.346,,United Nations Educational
104,Myanmar,2014,Pupil-teacher ratio in secondary education,31.8026,,United Nations Educational
104,Myanmar,2018,Teachers at primary level (thousands),217.561,Estimate.,United Nations Educational
104,Myanmar,2018,Pupil-teacher ratio in primary education,24.3599,,United Nations Educational
104,Myanmar,2018,Teachers at secondary level (thousands),153.66,,United Nations Educational
104,Myanmar,2018,Pupil-teacher ratio in secondary education,27.2468,,United Nations Educational
104,Myanmar,2018,Teachers at tertiary level (thousands),26.244,,United Nations Educational
104,Myanmar,2018,Pupil-teacher ratio in tertiary education,35.5205,,United Nations Educational
516,Namibia,2003,Teachers at primary level (thousands),12.926,Estimate.,United Nations Educational
516,Namibia,2003,Pupil-teacher ratio in primary education,31.6348,,United Nations Educational
516,Namibia,2003,Teachers at secondary level (thousands),5.592,,United Nations Educational
516,Namibia,2003,Pupil-teacher ratio in secondary education,25.2103,,United Nations Educational
516,Namibia,2003,Teachers at tertiary level (thousands),0.898,,United Nations Educational
516,Namibia,2003,Pupil-teacher ratio in tertiary education,13.127,,United Nations Educational
516,Namibia,2005,Teachers at primary level (thousands),13.113,Estimate.,United Nations Educational
516,Namibia,2005,Pupil-teacher ratio in primary education,30.8242,,United Nations Educational
516,Namibia,2005,Teachers at secondary level (thousands),5.896,,United Nations Educational
516,Namibia,2005,Pupil-teacher ratio in secondary education,25.1194,,United Nations Educational
516,Namibia,2007,Teachers at primary level (thousands),13.675,Estimate.,United Nations Educational
516,Namibia,2007,Pupil-teacher ratio in primary education,29.9457,,United Nations Educational
516,Namibia,2007,Teachers at secondary level (thousands),6.423,,United Nations Educational
516,Namibia,2007,Pupil-teacher ratio in secondary education,24.6243,,United Nations Educational
516,Namibia,2008,Teachers at primary level (thousands),13.854,Estimate.,United Nations Educational
516,Namibia,2008,Pupil-teacher ratio in primary education,29.4068,,United Nations Educational
516,Namibia,2008,Teachers at tertiary level (thousands),1.204,,United Nations Educational
516,Namibia,2008,Pupil-teacher ratio in tertiary education,16.3679,,United Nations Educational
516,Namibia,2010,Teachers at primary level (thousands),13.652,Estimate.,United Nations Educational
516,Namibia,2010,Pupil-teacher ratio in primary education,29.7784,,United Nations Educational
516,Namibia,2015,Teachers at tertiary level (thousands),3.055,,United Nations Educational
516,Namibia,2015,Pupil-teacher ratio in tertiary education,16.2612,,United Nations Educational
516,Namibia,2017,Teachers at secondary level (thousands),11.343,,United Nations Educational
516,Namibia,2017,Teachers at tertiary level (thousands),3.369,,United Nations Educational
516,Namibia,2017,Pupil-teacher ratio in tertiary education,16.6358,,United Nations Educational
516,Namibia,2018,Teachers at primary level (thousands),19.557,Estimate.,United Nations Educational
516,Namibia,2018,Pupil-teacher ratio in primary education,25.0917,,United Nations Educational
520,Nauru,2005,Teachers at primary level (thousands),0.065,Estimate.,United Nations Educational
520,Nauru,2005,Pupil-teacher ratio in primary education,27.8769,,United Nations Educational
520,Nauru,2005,Teachers at secondary level (thousands),0.039,,United Nations Educational
520,Nauru,2005,Pupil-teacher ratio in secondary education,15.3846,,United Nations Educational
520,Nauru,2007,Teachers at primary level (thousands),0.062,Estimate.,United Nations Educational
520,Nauru,2007,Pupil-teacher ratio in primary education,19.9194,,United Nations Educational
520,Nauru,2007,Teachers at secondary level (thousands),0.033,,United Nations Educational
520,Nauru,2007,Pupil-teacher ratio in secondary education,20.8788,,United Nations Educational
520,Nauru,2008,Teachers at primary level (thousands),0.056,Estimate.,United Nations Educational
520,Nauru,2008,Pupil-teacher ratio in primary education,22.3929,,United Nations Educational
520,Nauru,2014,Teachers at primary level (thousands),0.04,Estimate.,United Nations Educational
